time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20220411:0330,0.0,0.0,0.0,0.0,2.33,2.41,0.0
20220411:0430,0.0,0.0,0.0,0.0,1.66,2.21,0.0
20220411:0530,0.0,0.0,0.0,0.0,0.89,2.0,0.0
20220411:0630,0.0,0.0,0.0,0.0,0.28,1.93,0.0
20220411:0730,0.0,0.0,0.0,0.0,-0.1,1.93,0.0
20220411:0830,0.0,0.0,0.0,0.0,-0.51,1.72,0.0
20220411:0930,0.0,0.0,0.0,0.0,-0.78,1.59,0.0
20220411:1030,0.0,8.54,0.31,1.55,-1.44,1.17,0.0
20220411:1130,94.05,43.23,5.12,12.2,-1.12,0.83,0.0
20220411:1230,315.92,73.64,10.78,22.83,0.99,0.9,0.0
20220411:1330,548.83,92.52,16.16,33.03,2.77,1.24,0.0
20220411:1430,748.06,105.18,20.62,42.23,4.64,1.17,0.0
20220411:1530,890.49,112.6,23.74,49.48,6.52,0.83,0.0
20220411:1630,966.76,111.75,25.31,53.45,8.39,0.9,0.0
20220411:1730,937.01,125.78,24.98,53.0,10.06,0.83,0.0
20220411:1830,712.28,204.65,21.99,48.29,11.57,1.31,0.0
20220411:1930,629.33,149.68,19.04,40.57,12.77,1.59,0.0
20220411:2030,448.91,115.46,14.46,31.12,13.45,1.93,0.0
20220411:2130,209.19,95.85,8.76,20.8,13.63,2.07,0.0
20220411:2230,53.5,35.4,3.82,10.14,12.81,1.86,0.0
20220411:2330,0.0,0.0,0.0,-0.47,10.74,2.55,0.0
20220412:0030,0.0,0.0,0.0,0.0,8.92,2.9,0.0
20220412:0130,0.0,0.0,0.0,0.0,8.1,2.69,0.0
20220412:0230,0.0,0.0,0.0,0.0,7.38,2.41,0.0
20220412:0330,0.0,0.0,0.0,0.0,7.07,2.34,0.0
20220412:0430,0.0,0.0,0.0,0.0,6.89,2.48,0.0
20220412:0530,0.0,0.0,0.0,0.0,6.17,2.69,0.0
20220412:0630,0.0,0.0,0.0,0.0,5.62,2.55,0.0
20220412:0730,0.0,0.0,0.0,0.0,5.19,2.41,0.0
20220412:0830,0.0,0.0,0.0,0.0,5.48,1.93,0.0
20220412:0930,0.0,0.0,0.0,0.0,5.81,1.38,0.0
20220412:1030,0.0,2.57,0.09,1.86,5.95,1.03,0.0
20220412:1130,0.18,20.11,0.68,12.5,5.94,0.76,0.0
20220412:1230,3.23,62.6,2.18,23.13,6.21,0.69,0.0
20220412:1330,0.4,94.68,3.18,33.35,7.86,0.76,0.0
20220412:1430,152.71,295.62,12.81,42.57,8.54,0.9,0.0
20220412:1530,276.13,261.84,14.23,49.84,11.35,2.0,0.0
20220412:1630,549.31,234.48,19.17,53.82,12.89,3.24,0.0
20220412:1730,665.69,168.6,20.02,53.35,14.05,4.0,0.0
20220412:1830,771.19,129.53,21.58,48.59,15.01,3.66,0.0
20220412:1930,689.2,101.67,19.37,40.83,15.82,3.59,0.0
20220412:2030,482.43,88.94,14.72,31.35,15.82,3.38,0.0
20220412:2130,267.3,65.21,9.61,21.01,15.42,3.1,0.0
20220412:2230,33.0,50.91,3.39,10.34,14.31,2.55,0.0
20220412:2330,0.0,0.0,0.0,-0.26,12.42,1.52,0.0
20220413:0030,0.0,0.0,0.0,0.0,12.43,0.41,0.0
20220413:0130,0.0,0.0,0.0,0.0,9.56,1.03,0.0
20220413:0230,0.0,0.0,0.0,0.0,8.13,1.52,0.0
20220413:0330,0.0,0.0,0.0,0.0,7.67,1.79,0.0
20220413:0430,0.0,0.0,0.0,0.0,6.76,1.86,0.0
20220413:0530,0.0,0.0,0.0,0.0,5.83,1.86,0.0
20220413:0630,0.0,0.0,0.0,0.0,4.61,1.66,0.0
20220413:0730,0.0,0.0,0.0,0.0,4.36,1.59,0.0
20220413:0830,0.0,0.0,0.0,0.0,4.13,1.45,0.0
20220413:0930,0.0,0.0,0.0,0.0,4.27,1.59,0.0
20220413:1030,0.0,13.14,0.48,2.16,3.98,1.66,0.0
20220413:1130,51.4,69.3,4.38,12.8,3.81,1.59,0.0
20220413:1230,149.73,144.81,8.6,23.44,5.93,1.03,0.0
20220413:1330,129.42,206.28,9.67,33.67,9.6,1.38,0.0
20220413:1430,243.0,202.75,11.91,42.9,11.29,1.66,0.0
20220413:1530,296.02,279.7,15.21,50.2,12.24,2.21,0.0
20220413:1630,19.99,98.54,3.74,54.19,13.36,2.41,0.0
20220413:1730,32.07,94.74,3.88,53.7,12.12,1.52,0.0
20220413:1830,18.67,122.0,4.49,48.89,12.32,1.45,0.0
20220413:1930,110.59,83.39,5.34,41.08,11.88,1.79,0.0
20220413:2030,25.84,75.05,3.14,31.57,12.09,1.86,0.0
20220413:2130,59.54,76.5,4.2,21.21,11.64,1.31,0.0
20220413:2230,4.98,30.4,1.28,10.54,11.26,1.59,0.0
20220413:2330,0.0,0.0,0.0,-0.05,10.03,1.52,0.0
20220414:0030,0.0,0.0,0.0,0.0,9.24,1.31,0.0
20220414:0130,0.0,0.0,0.0,0.0,8.4,1.17,0.0
20220414:0230,0.0,0.0,0.0,0.0,7.86,1.17,0.0
20220414:0330,0.0,0.0,0.0,0.0,7.56,1.03,0.0
20220414:0430,0.0,0.0,0.0,0.0,7.51,0.97,0.0
20220414:0530,0.0,0.0,0.0,0.0,7.49,1.1,0.0
20220414:0630,0.0,0.0,0.0,0.0,7.32,1.38,0.0
20220414:0730,0.0,0.0,0.0,0.0,7.2,1.79,0.0
20220414:0830,0.0,0.0,0.0,0.0,6.85,1.86,0.0
20220414:0930,0.0,0.0,0.0,0.0,6.63,1.86,0.0
20220414:1030,0.0,5.27,0.19,2.46,6.41,2.07,0.0
20220414:1130,21.42,58.62,2.84,13.1,6.4,2.28,0.0
20220414:1230,176.14,109.15,8.28,23.74,7.5,2.34,0.0
20220414:1330,136.22,145.67,7.99,33.98,10.06,2.83,0.0
20220414:1430,118.71,128.88,6.96,43.24,11.54,2.97,0.0
20220414:1530,111.32,171.38,8.1,50.56,12.37,3.03,0.0
20220414:1630,202.13,136.0,8.96,54.56,13.7,2.9,0.0
20220414:1730,20.52,137.55,5.05,54.04,14.34,2.83,0.0
20220414:1830,471.87,184.8,16.4,49.18,14.2,2.9,0.0
20220414:1930,241.25,194.68,11.71,41.33,18.18,3.52,0.0
20220414:2030,62.73,108.62,5.13,31.79,17.1,2.55,0.0
20220414:2130,5.19,47.56,1.74,21.42,15.18,2.0,0.0
20220414:2230,1.59,19.61,0.74,10.75,14.17,1.24,0.0
20220414:2330,0.0,1.4,0.05,0.16,13.29,1.86,0.0
20220415:0030,0.0,0.0,0.0,0.0,11.7,2.07,0.0
20220415:0130,0.0,0.0,0.0,0.0,10.42,1.86,0.0
20220415:0230,0.0,0.0,0.0,0.0,9.19,1.52,0.0
20220415:0330,0.0,0.0,0.0,0.0,7.83,1.79,0.0
20220415:0430,0.0,0.0,0.0,0.0,6.43,1.86,0.0
20220415:0530,0.0,0.0,0.0,0.0,5.36,1.79,0.0
20220415:0630,0.0,0.0,0.0,0.0,4.37,1.93,0.0
20220415:0730,0.0,0.0,0.0,0.0,4.14,2.07,0.0
20220415:0830,0.0,0.0,0.0,0.0,3.49,2.14,0.0
20220415:0930,0.0,0.0,0.0,0.0,2.97,2.21,0.0
20220415:1030,0.0,11.12,0.41,2.76,2.61,2.28,0.0
20220415:1130,98.76,44.66,5.66,13.39,2.85,2.07,0.0
20220415:1230,311.28,77.26,11.18,24.04,5.16,1.66,0.0
20220415:1330,531.72,99.72,16.4,34.29,8.26,2.0,0.0
20220415:1430,675.74,133.3,20.1,43.57,10.65,2.83,0.0
20220415:1530,835.82,137.6,23.61,50.91,11.82,3.72,0.0
20220415:1630,598.98,279.87,21.72,54.92,12.74,4.28,0.0
20220415:1730,750.27,225.22,23.69,54.38,13.53,3.52,0.0
20220415:1830,812.87,141.04,23.22,49.47,14.59,3.79,0.0
20220415:1930,532.18,179.7,18.0,41.58,15.29,3.93,0.0
20220415:2030,222.76,164.11,10.69,32.01,15.44,3.93,0.0
20220415:2130,54.33,112.28,5.26,21.62,13.96,4.34,0.0
20220415:2230,4.32,56.15,2.13,10.95,12.24,4.55,0.0
20220415:2330,0.0,6.63,0.24,0.37,11.65,4.34,0.0
20220416:0030,0.0,0.0,0.0,0.0,10.57,3.31,0.0
20220416:0130,0.0,0.0,0.0,0.0,9.64,2.9,0.0
20220416:0230,0.0,0.0,0.0,0.0,9.35,3.52,0.0
20220416:0330,0.0,0.0,0.0,0.0,9.04,3.45,0.0
20220416:0430,0.0,0.0,0.0,0.0,7.82,3.17,0.0
20220416:0530,0.0,0.0,0.0,0.0,6.92,2.21,0.0
20220416:0630,0.0,0.0,0.0,0.0,6.38,1.66,0.0
20220416:0730,0.0,0.0,0.0,0.0,5.86,1.17,0.0
20220416:0830,0.0,0.0,0.0,0.0,5.06,1.52,0.0
20220416:0930,0.0,0.0,0.0,0.0,4.5,1.72,0.0
20220416:1030,0.0,7.72,0.28,3.06,4.58,1.1,0.0
20220416:1130,2.38,38.87,1.4,13.68,4.92,0.55,0.0
20220416:1230,0.0,17.29,0.58,24.33,5.96,0.55,0.0
20220416:1330,0.0,62.99,2.11,34.6,5.37,0.83,0.0
20220416:1430,0.0,76.6,2.57,43.9,5.55,1.03,0.0
20220416:1530,24.32,131.73,4.95,51.26,5.72,1.52,0.0
20220416:1630,131.68,228.05,10.35,55.28,5.88,1.93,0.0
20220416:1730,216.55,210.89,11.62,54.71,7.62,2.21,0.0
20220416:1830,90.87,270.4,10.87,49.76,9.03,2.14,0.0
20220416:1930,4.4,138.39,4.74,41.82,8.72,1.66,0.0
20220416:2030,0.0,61.83,2.07,32.23,7.75,0.9,0.0
20220416:2130,2.44,78.62,2.7,21.83,6.65,0.55,0.0
20220416:2230,4.31,37.68,1.51,11.15,6.43,0.41,0.0
20220416:2330,0.0,5.07,0.19,0.58,5.87,0.21,0.0
20220417:0030,0.0,0.0,0.0,0.0,5.04,0.34,0.0
20220417:0130,0.0,0.0,0.0,0.0,3.92,0.69,0.0
20220417:0230,0.0,0.0,0.0,0.0,2.6,1.59,0.0
20220417:0330,0.0,0.0,0.0,0.0,1.85,1.86,0.0
20220417:0430,0.0,0.0,0.0,0.0,2.21,1.79,0.0
20220417:0530,0.0,0.0,0.0,0.0,1.82,1.52,0.0
20220417:0630,0.0,0.0,0.0,0.0,1.37,1.45,0.0
20220417:0730,0.0,0.0,0.0,0.0,0.06,1.86,0.0
20220417:0830,0.0,0.0,0.0,0.0,-0.43,1.72,0.0
20220417:0930,0.0,0.0,0.0,0.0,-0.65,1.52,0.0
20220417:1030,0.0,14.86,0.55,3.35,-0.94,1.45,0.0
20220417:1130,100.77,46.84,5.96,13.97,-0.85,1.38,0.0
20220417:1230,324.54,76.17,11.74,24.62,0.66,1.59,0.0
20220417:1330,411.9,150.32,14.95,34.9,2.06,2.69,0.0
20220417:1430,505.75,228.55,18.79,44.22,3.06,3.79,0.0
20220417:1530,637.09,226.28,21.47,51.61,3.94,4.21,0.0
20220417:1630,695.14,240.82,23.04,55.64,4.82,4.21,0.0
20220417:1730,629.48,210.32,20.77,55.05,5.91,4.0,0.0
20220417:1830,644.88,211.65,21.32,50.05,6.55,4.14,0.0
20220417:1930,302.77,269.21,15.41,42.07,6.59,4.0,0.0
20220417:2030,239.79,182.6,11.77,32.44,6.42,3.86,0.0
20220417:2130,124.93,105.23,7.13,22.03,6.22,3.79,0.0
20220417:2230,41.5,42.92,3.95,11.35,5.45,3.72,0.0
20220417:2330,0.0,6.51,0.24,0.79,4.7,2.97,0.0
20220418:0030,0.0,0.0,0.0,0.0,3.63,2.34,0.0
20220418:0130,0.0,0.0,0.0,0.0,2.71,1.93,0.0
20220418:0230,0.0,0.0,0.0,0.0,2.09,2.0,0.0
20220418:0330,0.0,0.0,0.0,0.0,1.5,2.07,0.0
20220418:0430,0.0,0.0,0.0,0.0,0.99,2.07,0.0
20220418:0530,0.0,0.0,0.0,0.0,0.56,2.0,0.0
20220418:0630,0.0,0.0,0.0,0.0,0.18,1.79,0.0
20220418:0730,0.0,0.0,0.0,0.0,0.7,1.72,0.0
20220418:0830,0.0,0.0,0.0,0.0,0.09,1.66,0.0
20220418:0930,0.0,0.0,0.0,0.0,-0.53,1.52,0.0
20220418:1030,0.0,13.69,0.5,3.64,-1.21,1.45,0.0
20220418:1130,106.04,45.38,6.22,14.25,-1.07,1.17,0.0
20220418:1230,330.56,73.52,11.94,24.91,1.53,1.24,0.0
20220418:1330,561.01,92.2,17.31,35.2,3.08,1.17,0.0
20220418:1430,758.63,104.52,21.76,44.54,4.84,1.03,0.0
20220418:1530,898.19,111.95,24.84,51.96,6.84,0.83,0.0
20220418:1630,961.63,115.89,26.24,55.99,8.81,0.55,0.0
20220418:1730,946.28,114.97,25.88,55.38,10.47,1.31,0.0
20220418:1830,801.53,149.69,23.55,50.33,11.71,1.1,0.0
20220418:1930,472.14,241.3,18.55,42.31,13.27,1.59,0.0
20220418:2030,206.51,228.13,12.38,32.66,13.78,2.21,0.0
20220418:2130,32.34,159.66,6.25,22.23,13.49,2.41,0.0
20220418:2230,5.24,71.13,2.72,11.55,12.21,2.41,0.0
20220418:2330,0.0,7.37,0.27,1.0,10.51,2.76,0.0
20220419:0030,0.0,0.0,0.0,0.0,9.11,3.24,0.0
20220419:0130,0.0,0.0,0.0,0.0,8.28,3.79,0.0
20220419:0230,0.0,0.0,0.0,0.0,7.32,3.72,0.0
20220419:0330,0.0,0.0,0.0,0.0,5.91,3.52,0.0
20220419:0430,0.0,0.0,0.0,0.0,4.56,3.17,0.0
20220419:0530,0.0,0.0,0.0,0.0,3.24,2.76,0.0
20220419:0630,0.0,0.0,0.0,0.0,2.17,2.0,0.0
20220419:0730,0.0,0.0,0.0,0.0,1.72,1.24,0.0
20220419:0830,0.0,0.0,0.0,0.0,1.44,0.62,0.0
20220419:0930,0.0,0.0,0.0,0.0,1.19,1.52,0.0
20220419:1030,0.0,4.72,0.17,3.92,0.79,2.21,0.0
20220419:1130,0.29,22.17,0.76,14.53,0.51,2.62,0.0
20220419:1230,3.63,51.04,1.82,25.19,0.56,2.48,0.0
20220419:1330,1.83,58.3,2.0,35.5,0.67,3.1,0.0
20220419:1430,19.81,102.96,3.92,44.86,0.8,2.69,0.0
20220419:1530,0.75,134.67,4.53,52.3,1.17,2.69,0.0
20220419:1630,26.8,98.97,3.93,56.35,1.26,2.55,0.0
20220419:1730,50.95,165.82,6.67,55.71,1.1,2.14,0.0
20220419:1830,40.78,171.41,6.64,50.61,2.15,3.03,0.0
20220419:1930,74.1,257.32,10.18,42.55,3.41,2.97,0.0
20220419:2030,127.88,215.31,10.18,32.87,4.5,3.66,0.0
20220419:2130,75.84,107.82,5.86,22.43,4.89,3.79,0.0
20220419:2230,22.6,56.26,3.35,11.74,4.31,2.83,0.0
20220419:2330,0.0,8.15,0.3,1.2,3.61,2.41,0.0
20220420:0030,0.0,0.0,0.0,0.0,2.39,2.62,0.0
20220420:0130,0.0,0.0,0.0,0.0,2.08,2.9,0.0
20220420:0230,0.0,0.0,0.0,0.0,1.65,2.97,0.0
20220420:0330,0.0,0.0,0.0,0.0,1.69,2.83,0.0
20220420:0430,0.0,0.0,0.0,0.0,1.58,2.69,0.0
20220420:0530,0.0,0.0,0.0,0.0,1.3,2.48,0.0
20220420:0630,0.0,0.0,0.0,0.0,1.46,2.21,0.0
20220420:0730,0.0,0.0,0.0,0.0,1.63,2.28,0.0
20220420:0830,0.0,0.0,0.0,0.0,1.57,2.69,0.0
20220420:0930,0.0,0.0,0.0,0.0,1.1,2.9,0.0
20220420:1030,0.0,10.14,0.37,4.2,0.73,3.03,0.0
20220420:1130,36.81,43.71,3.13,14.81,0.72,2.9,0.0
20220420:1230,28.17,114.24,4.61,25.47,0.83,2.69,0.0
20220420:1330,157.15,187.88,10.0,35.79,1.12,3.03,0.0
20220420:1430,483.94,225.27,18.47,45.17,1.75,4.62,0.0
20220420:1530,311.41,302.48,16.57,52.63,2.86,4.83,0.0
20220420:1630,514.12,305.74,21.0,56.69,3.4,4.48,0.0
20220420:1730,371.69,314.69,18.17,56.03,4.41,4.14,0.0
20220420:1830,373.33,316.45,18.33,50.89,4.9,3.79,0.0
20220420:1930,451.2,235.65,18.09,42.78,5.53,3.31,0.0
20220420:2030,303.36,179.17,13.48,33.08,5.95,3.24,0.0
20220420:2130,218.53,85.01,9.59,22.62,5.91,2.97,0.0
20220420:2230,38.68,51.97,4.33,11.94,5.8,2.62,0.0
20220420:2330,0.0,8.11,0.3,1.41,3.67,1.31,0.0
20220421:0030,0.0,0.0,0.0,0.0,2.75,1.24,0.0
20220421:0130,0.0,0.0,0.0,0.0,1.09,1.17,0.0
20220421:0230,0.0,0.0,0.0,0.0,0.05,1.45,0.0
20220421:0330,0.0,0.0,0.0,0.0,-2.25,1.52,0.0
20220421:0430,0.0,0.0,0.0,0.0,-2.8,1.52,0.0
20220421:0530,0.0,0.0,0.0,0.0,-3.35,1.66,0.0
20220421:0630,0.0,0.0,0.0,0.0,-3.7,1.66,0.0
20220421:0730,0.0,0.0,0.0,0.0,-4.34,1.86,0.0
20220421:0830,0.0,0.0,0.0,0.0,-4.38,1.86,0.0
20220421:0930,0.0,0.0,0.0,0.0,-4.83,2.14,0.0
20220421:1030,0.0,19.42,0.71,4.48,-4.49,2.41,0.0
20220421:1130,73.4,63.65,5.53,15.08,-2.32,2.62,0.0
20220421:1230,273.19,98.17,11.25,25.75,2.71,2.83,0.0
20220421:1330,362.88,187.88,15.12,36.07,5.59,3.72,0.0
20220421:1430,424.69,253.82,17.95,45.47,7.92,4.41,0.0
20220421:1530,373.19,328.87,18.72,52.97,9.74,5.1,0.0
20220421:1630,148.39,366.14,15.15,57.04,10.92,5.24,0.0
20220421:1730,173.42,321.65,14.27,56.35,11.76,5.1,0.0
20220421:1830,210.91,261.16,13.24,51.17,13.1,4.76,0.0
20220421:1930,57.28,112.22,5.13,43.02,13.82,5.24,0.0
20220421:2030,52.25,88.03,4.31,33.29,12.33,4.97,0.0
20220421:2130,26.69,47.09,2.42,22.82,11.04,4.76,0.0
20220421:2230,0.31,14.24,0.5,12.14,10.38,4.9,0.0
20220421:2330,0.0,1.68,0.06,1.61,10.02,4.62,0.0
20220422:0030,0.0,0.0,0.0,0.0,9.81,4.34,0.0
20220422:0130,0.0,0.0,0.0,0.0,9.42,3.93,0.0
20220422:0230,0.0,0.0,0.0,0.0,9.54,3.45,0.0
20220422:0330,0.0,0.0,0.0,0.0,9.4,2.83,0.0
20220422:0430,0.0,0.0,0.0,0.0,8.68,2.14,0.0
20220422:0530,0.0,0.0,0.0,0.0,7.69,1.93,0.0
20220422:0630,0.0,0.0,0.0,0.0,6.66,1.86,0.0
20220422:0730,0.0,0.0,0.0,0.0,6.14,1.86,0.0
20220422:0830,0.0,0.0,0.0,0.0,5.96,1.72,0.0
20220422:0930,0.0,0.0,0.0,0.0,5.14,1.52,0.0
20220422:1030,0.0,14.39,0.53,4.76,4.67,2.21,0.0
20220422:1130,62.39,51.03,4.63,15.35,4.29,2.55,0.0
20220422:1230,86.56,108.29,6.12,26.02,5.09,3.24,0.0
20220422:1330,151.57,121.38,7.88,36.36,5.4,3.52,0.0
20220422:1430,366.97,225.78,15.89,45.78,5.81,2.97,0.0
20220422:1530,358.79,293.55,17.46,53.29,7.56,3.38,0.0
20220422:1630,618.37,215.96,21.11,57.38,8.42,3.72,0.0
20220422:1730,643.31,187.79,20.97,56.67,9.29,4.55,0.0
20220422:1830,351.62,259.1,16.34,51.44,9.84,4.9,0.0
20220422:1930,433.17,183.47,16.39,43.25,10.3,4.28,0.0
20220422:2030,237.8,149.12,11.06,33.49,10.43,4.14,0.0
20220422:2130,223.32,82.72,9.87,23.01,10.2,3.59,0.0
20220422:2230,52.38,36.84,4.91,12.33,10.08,3.17,0.0
20220422:2330,0.0,8.62,0.32,1.82,8.8,2.41,0.0
20220423:0030,0.0,0.0,0.0,0.0,6.94,2.07,0.0
20220423:0130,0.0,0.0,0.0,0.0,5.7,2.0,0.0
20220423:0230,0.0,0.0,0.0,0.0,4.72,2.0,0.0
20220423:0330,0.0,0.0,0.0,0.0,3.87,2.0,0.0
20220423:0430,0.0,0.0,0.0,0.0,3.09,2.0,0.0
20220423:0530,0.0,0.0,0.0,0.0,2.4,1.93,0.0
20220423:0630,0.0,0.0,0.0,0.0,1.7,2.0,0.0
20220423:0730,0.0,0.0,0.0,0.0,1.79,1.66,0.0
20220423:0830,0.0,0.0,0.0,0.0,1.31,1.52,0.0
20220423:0930,0.0,0.0,0.0,0.0,0.81,1.66,0.0
20220423:1030,0.0,17.86,0.66,5.03,0.39,1.59,0.0
20220423:1130,44.97,90.27,5.17,15.62,0.46,1.17,0.0
20220423:1230,303.96,84.43,11.96,26.29,2.18,1.1,0.0
20220423:1330,487.67,126.22,16.85,36.63,3.87,1.17,0.0
20220423:1430,237.84,285.78,14.74,46.08,5.49,1.45,0.0
20220423:1530,187.25,359.41,15.8,53.62,6.13,1.72,0.0
20220423:1630,175.14,383.66,16.29,57.72,6.88,1.79,0.0
20220423:1730,187.73,371.37,16.16,56.99,7.69,1.79,0.0
20220423:1830,109.96,326.54,13.19,51.71,8.29,1.66,0.0
20220423:1930,20.58,246.74,8.72,43.48,8.71,2.07,0.0
20220423:2030,131.59,177.17,9.23,33.7,8.15,1.66,0.0
20220423:2130,97.62,112.83,6.85,23.21,8.2,1.66,0.0
20220423:2230,19.53,51.71,3.15,12.52,7.93,1.72,0.0
20220423:2330,0.0,10.88,0.4,2.02,6.74,1.38,0.0
20220424:0030,0.0,0.0,0.0,0.0,5.46,1.59,0.0
20220424:0130,0.0,0.0,0.0,0.0,4.7,1.45,0.0
20220424:0230,0.0,0.0,0.0,0.0,4.0,1.31,0.0
20220424:0330,0.0,0.0,0.0,0.0,3.24,1.24,0.0
20220424:0430,0.0,0.0,0.0,0.0,2.53,1.1,0.0
20220424:0530,0.0,0.0,0.0,0.0,2.37,0.9,0.0
20220424:0630,0.0,0.0,0.0,0.0,1.88,0.9,0.0
20220424:0730,0.0,0.0,0.0,0.0,2.08,1.03,0.0
20220424:0830,0.0,0.0,0.0,0.0,2.05,0.9,0.0
20220424:0930,0.0,0.0,0.0,0.0,2.49,0.76,0.0
20220424:1030,0.0,8.58,0.32,5.29,2.75,0.9,0.0
20220424:1130,16.52,45.84,2.33,15.88,2.96,0.83,0.0
20220424:1230,65.27,71.19,4.35,26.55,4.3,0.69,0.0
20220424:1330,54.36,128.47,5.68,36.91,5.7,0.76,0.0
20220424:1430,43.82,186.62,7.26,46.37,6.69,1.03,0.0
20220424:1530,26.24,215.0,7.78,53.94,7.57,1.17,0.0
20220424:1630,53.65,245.0,9.36,58.05,8.38,1.38,0.0
20220424:1730,291.22,253.01,14.83,57.3,9.34,1.52,0.0
20220424:1830,618.86,181.64,20.63,51.98,10.91,1.72,0.0
20220424:1930,482.94,188.05,17.93,43.71,14.2,1.52,0.0
20220424:2030,409.84,110.34,14.74,33.9,14.85,1.52,0.0
20220424:2130,202.51,89.53,9.59,23.4,15.1,1.52,0.0
20220424:2230,41.65,39.86,4.42,12.72,14.59,1.31,0.0
20220424:2330,0.0,9.13,0.34,2.22,13.19,1.66,0.0
20220425:0030,0.0,0.0,0.0,0.0,11.14,2.28,0.0
20220425:0130,0.0,0.0,0.0,0.0,9.05,2.34,0.0
20220425:0230,0.0,0.0,0.0,0.0,7.79,2.34,0.0
20220425:0330,0.0,0.0,0.0,0.0,7.01,2.34,0.0
20220425:0430,0.0,0.0,0.0,0.0,6.55,2.41,0.0
20220425:0530,0.0,0.0,0.0,0.0,6.34,2.48,0.0
20220425:0630,0.0,0.0,0.0,0.0,6.24,2.55,0.0
20220425:0730,0.0,0.0,0.0,0.0,6.47,2.69,0.0
20220425:0830,0.0,0.0,0.0,0.0,6.24,2.76,0.0
20220425:0930,0.0,0.0,0.0,-4.59,6.3,2.76,0.0
20220425:1030,0.0,23.75,0.87,5.55,6.39,2.9,0.0
20220425:1130,5.97,80.63,2.99,16.14,7.25,3.1,0.0
20220425:1230,41.74,138.67,5.86,26.81,8.38,3.1,0.0
20220425:1330,159.75,200.25,10.63,37.18,9.74,3.1,0.0
20220425:1430,322.13,254.77,15.86,46.66,11.54,3.93,0.0
20220425:1530,350.82,347.08,19.01,54.26,13.35,4.34,0.0
20220425:1630,547.84,307.97,22.23,58.38,15.03,4.41,0.0
20220425:1730,647.49,225.53,22.35,57.61,16.63,4.41,0.0
20220425:1830,639.47,205.98,21.88,52.24,17.75,4.34,0.0
20220425:1930,554.27,159.4,19.05,43.93,18.67,4.62,0.0
20220425:2030,403.9,115.86,14.83,34.1,19.05,4.48,0.0
20220425:2130,191.67,94.46,9.47,23.59,18.91,4.14,0.0
20220425:2230,31.35,56.36,4.31,12.91,18.02,3.86,0.0
20220425:2330,0.0,12.68,0.47,2.42,16.51,3.72,0.0
20220426:0030,0.0,0.0,0.0,0.0,15.06,3.72,0.0
20220426:0130,0.0,0.0,0.0,0.0,13.81,3.79,0.0
20220426:0230,0.0,0.0,0.0,0.0,12.92,4.07,0.0
20220426:0330,0.0,0.0,0.0,0.0,11.94,4.21,0.0
20220426:0430,0.0,0.0,0.0,0.0,11.14,4.34,0.0
20220426:0530,0.0,0.0,0.0,0.0,10.65,4.34,0.0
20220426:0630,0.0,0.0,0.0,0.0,10.14,4.28,0.0
20220426:0730,0.0,0.0,0.0,0.0,9.48,3.93,0.0
20220426:0830,0.0,0.0,0.0,0.0,9.43,3.52,0.0
20220426:0930,0.0,0.0,0.0,-4.32,9.08,3.38,0.0
20220426:1030,0.0,3.63,0.13,5.81,8.54,3.38,0.0
20220426:1130,2.0,30.62,1.12,16.39,8.31,3.17,0.0
20220426:1230,25.83,93.51,3.92,27.06,8.64,2.69,0.0
20220426:1330,46.34,125.54,5.4,37.44,9.75,2.41,0.0
20220426:1430,5.11,126.16,4.35,46.94,10.64,2.21,0.0
20220426:1530,5.04,126.74,4.37,54.57,11.19,1.79,0.0
20220426:1630,50.71,143.01,5.97,58.71,11.91,1.86,0.0
20220426:1730,0.0,158.16,5.3,57.91,12.65,1.72,0.0
20220426:1830,0.0,94.74,3.17,52.5,12.97,1.66,0.0
20220426:1930,14.15,82.74,3.13,44.15,12.6,1.45,0.0
20220426:2030,2.44,65.52,2.26,34.3,12.66,1.31,0.0
20220426:2130,0.0,37.23,1.25,23.78,12.47,1.24,0.0
20220426:2230,0.0,15.49,0.52,13.1,12.1,1.38,0.0
20220426:2330,0.0,4.06,0.15,2.62,11.52,1.45,0.0
20220427:0030,0.0,0.0,0.0,0.0,10.82,1.59,0.0
20220427:0130,0.0,0.0,0.0,0.0,10.02,1.59,0.0
20220427:0230,0.0,0.0,0.0,0.0,9.42,1.45,0.0
20220427:0330,0.0,0.0,0.0,0.0,9.04,1.59,0.0
20220427:0430,0.0,0.0,0.0,0.0,8.69,1.66,0.0
20220427:0530,0.0,0.0,0.0,0.0,7.78,1.72,0.0
20220427:0630,0.0,0.0,0.0,0.0,6.9,1.66,0.0
20220427:0730,0.0,0.0,0.0,0.0,6.82,1.1,0.0
20220427:0830,0.0,0.0,0.0,0.0,6.36,0.9,0.0
20220427:0930,0.0,0.0,0.0,-4.06,5.65,1.24,0.0
20220427:1030,0.0,11.66,0.43,6.06,5.38,1.24,0.0
20220427:1130,39.74,53.13,3.77,16.64,5.04,1.1,0.0
20220427:1230,68.23,89.11,5.08,27.31,6.52,1.72,0.0
20220427:1330,22.59,139.6,5.26,37.7,5.4,2.34,0.0
20220427:1430,72.63,110.98,5.52,47.22,5.37,2.48,0.0
20220427:1530,124.1,191.39,9.27,54.88,5.29,2.28,0.0
20220427:1630,266.44,297.31,15.72,59.03,5.7,2.55,0.0
