month,day,Hour,Load (MW),Price ($/MWh)
3,27,23,596.088,56.46
3,27,24,559.074,56.12
3,28,1,539.639,50.32
3,28,2,528.726,49.63
3,28,3,525.806,53.34
3,28,4,530.875,50.13
3,28,5,549.693,44.55
3,28,6,594.919,48.13
3,28,7,673.873,94.33
3,28,8,716.842,126.38
3,28,9,707.318,80.61
3,28,10,676.584,58.76
3,28,11,632.076,85.82
3,28,12,584.637,73.62
3,28,13,545.918,87.05
3,28,14,526.549,92.15
3,28,15,526.939,111.14
3,28,16,568.051,139.51
3,28,17,613.857,156.15
3,28,18,680.562,232.73
3,28,19,728.258,210.15
3,28,20,744.952,183.2
3,28,21,729.525,194.66
3,28,22,698.67,179.02
3,28,23,657.312,171.32
3,28,24,616.852,194.57
3,29,1,591.348,321.7
3,29,2,578.826,282.94
3,29,3,571.514,304.47
3,29,4,573.443,327.71
3,29,5,588,284.13
3,29,6,626.866,378.28
3,29,7,698.406,415.64
3,29,8,738.713,439.29
3,29,9,720.94,577.87
3,29,10,673.344,390.53
3,29,11,616.001,97.36
3,29,12,563.339,103.52
3,29,13,496.911,95.86
3,29,14,433.342,129.85
3,29,15,415.724,88.47
3,29,16,444.151,98.81
3,29,17,508.114,98.91
3,29,18,603.598,110.11
3,29,19,670.024,169.42
3,29,20,705.917,253.59
3,29,21,696.957,263.34
3,29,22,662.184,175.33
3,29,23,621.309,160.42
3,29,24,580.852,123.28
3,30,1,558.119,93.37
3,30,2,545.321,99.9
3,30,3,539.693,82.76
3,30,4,543.682,66.62
3,30,5,559.106,72.17
3,30,6,600.045,84.4
3,30,7,673.459,175.63
3,30,8,675.332,186.27
3,30,9,554.582,77.09
3,30,10,426.88,57.37
3,30,11,357.266,44.52
3,30,12,321.173,42.25
3,30,13,311.773,41.68
3,30,14,339.694,44.18
3,30,15,373.139,45.09
3,30,16,417.865,41.89
3,30,17,517.579,43.36
3,30,18,626.038,49.65
3,30,19,666.934,51.6
3,30,20,673.027,55.44
3,30,21,654.606,52.92
3,30,22,627.515,47.35
3,30,23,583.302,47.3
3,30,24,539.766,44.44
3,31,1,515.342,43.36
3,31,2,501.032,41.12
3,31,3,496.154,41.81
3,31,4,494.689,43.56
3,31,5,508.951,43.35
3,31,6,547.719,41.95
3,31,7,617.994,41.85
3,31,8,648.101,74.59
3,31,9,579.563,72.99
3,31,10,471.283,60.61
3,31,11,448.643,64.9
3,31,12,476.385,57.46
3,31,13,545.601,57.35
3,31,14,572.619,68.21
3,31,15,589.611,52.1
3,31,16,602.077,62.42
3,31,17,609.183,76.07
3,31,18,642.936,71.36
3,31,19,654.232,52.44
3,31,20,655.535,53.51
3,31,21,637.144,44.19
3,31,22,602.343,40.99
3,31,23,556.445,40.62
3,31,24,512.133,40.22
4,1,1,490.601,42.29
4,1,2,471.588,41.54
4,1,3,462.362,40.3
4,1,4,464.695,38.13
4,1,5,479.017,40.07
4,1,6,519.251,40.98
4,1,7,589.13,43.9
4,1,8,630.84,71.11
4,1,9,650.313,72.52
4,1,10,639.862,65.15
4,1,11,602.624,47.65
4,1,12,620.907,65.19
4,1,13,596.382,65.71
4,1,14,600.659,50.76
4,1,15,565.813,47.3
4,1,16,548.273,43.3
4,1,17,556.8,42.99
4,1,18,601.207,47.16
4,1,19,634.714,44.3
4,1,20,644.441,46.14
4,1,21,638.541,45.67
4,1,22,627.867,42.93
4,1,23,591.212,43.36
4,1,24,547.328,42.45
4,2,1,520.746,41.97
4,2,2,506.492,42.04
4,2,3,497.867,41.91
4,2,4,495.536,41.56
4,2,5,504.611,41.07
4,2,6,525.281,40.8
4,2,7,558.309,41.88
4,2,8,563.897,42.12
4,2,9,489.479,34.21
4,2,10,380.408,9.3
4,2,11,300.08,-3.7
4,2,12,258.856,30.18
4,2,13,232.844,6.09
4,2,14,212.331,-12.85
4,2,15,210.352,-7.78
4,2,16,233.257,6.42
4,2,17,312.205,-48.68
4,2,18,442.777,29.27
4,2,19,566.35,42
4,2,20,612.422,39.34
4,2,21,610.739,39.66
4,2,22,595.575,42.54
4,2,23,563.617,42.16
4,2,24,527.588,38.84
4,3,1,501.267,39.07
4,3,2,486.458,39.78
4,3,3,480.142,40.73
4,3,4,480.234,38.26
4,3,5,485.814,39.02
4,3,6,498.728,36.53
4,3,7,526.863,36.41
4,3,8,542.551,35.27
4,3,9,531.323,36.06
4,3,10,499.955,34.91
4,3,11,467.255,38.94
4,3,12,440.402,38.6
4,3,13,443.595,38.07
4,3,14,406.376,43.29
4,3,15,411.741,47.83
4,3,16,480.575,62.08
4,3,17,542.054,60.15
4,3,18,591.336,76.43
4,3,19,623.828,89.47
4,3,20,637.966,76.95
4,3,21,629.237,76.54
4,3,22,598.471,72.85
4,3,23,556.899,81.02
4,3,24,516.628,45.91
4,4,1,490.438,45.67
4,4,2,479.499,44.74
4,4,3,471.224,43.68
4,4,4,473.977,43.43
4,4,5,489.802,44.16
4,4,6,530.553,53.89
4,4,7,605.686,75.76
4,4,8,616.507,68.05
4,4,9,522.541,50.91
4,4,10,396.655,43.13
4,4,11,332.167,39.88
4,4,12,304.241,39.46
4,4,13,275.825,39.08
4,4,14,257.692,32.68
4,4,15,248.999,0.91
4,4,16,280.936,-29.74
4,4,17,389.526,30.13
4,4,18,529.916,41.9
4,4,19,607.573,47.56
4,4,20,624.963,49.14
4,4,21,623.358,60.07
4,4,22,599.63,52.29
4,4,23,557.268,55.35
4,4,24,516.226,49.17
4,5,1,496.229,52.89
4,5,2,480.879,43.5
4,5,3,473.18,43.28
4,5,4,474.848,44.49
4,5,5,493.93,49.12
4,5,6,536.191,57.84
4,5,7,605.196,84.55
4,5,8,605.415,84.19
4,5,9,488.856,68.67
4,5,10,374.327,43.57
4,5,11,334.585,35.78
4,5,12,327.814,38.14
4,5,13,310.202,42.04
4,5,14,306.951,39.81
4,5,15,299.082,36.99
4,5,16,320.161,13.27
4,5,17,376.56,39.56
4,5,18,474.227,42.63
4,5,19,575.795,63.4
4,5,20,618.514,90.55
4,5,21,618.007,82.09
4,5,22,588.834,76.87
4,5,23,545.283,63.59
4,5,24,505.975,59.13
4,6,1,482.046,43.64
4,6,2,468.838,44.07
4,6,3,463.893,44.98
4,6,4,465.986,44.85
4,6,5,482.392,47.2
4,6,6,525.773,43.59
4,6,7,592.927,67.16
4,6,8,598.754,67.69
4,6,9,539.953,68.73
4,6,10,453.425,59.97
4,6,11,365.287,51.47
4,6,12,325.034,51.62
4,6,13,309.917,50.21
4,6,14,323.903,50.11
4,6,15,337.819,49.8
4,6,16,355.827,48.94
4,6,17,388.476,50.64
4,6,18,499.246,66.26
4,6,19,583.728,64.87
4,6,20,614.241,81.96
4,6,21,608.704,69.2
4,6,22,577.884,59.04
4,6,23,533.457,62.52
4,6,24,495.505,46.55
4,7,1,470.565,44.2
4,7,2,453.289,47.09
4,7,3,447.54,45.96
4,7,4,445.762,45.68
4,7,5,458.676,48.23
4,7,6,499.13,48.95
4,7,7,571.504,53.64
4,7,8,617.181,50.64
4,7,9,624.646,52.1
4,7,10,628.903,52.09
4,7,11,632.494,55.39
4,7,12,614.63,55.23
4,7,13,607.061,54.05
4,7,14,615.573,54.87
4,7,15,603.781,56.69
4,7,16,580.033,61.94
4,7,17,623.584,66.6
4,7,18,657.985,73.18
4,7,19,664.77,71.58
4,7,20,659.855,66.46
4,7,21,640.856,69.32
4,7,22,606.782,70.29
4,7,23,560.626,67.58
4,7,24,520.264,50.86
4,8,1,494.916,49.95
4,8,2,480.721,46.9
4,8,3,470.862,43.38
4,8,4,471.937,44.43
4,8,5,485.487,52.01
4,8,6,525.521,53.87
4,8,7,594.025,63.1
4,8,8,637.723,77.14
4,8,9,637.71,81.21
4,8,10,599.12,60.96
4,8,11,560.619,51.74
4,8,12,511.526,46.97
4,8,13,445.492,45.97
4,8,14,454.348,45.73
4,8,15,475.438,48.23
4,8,16,501.586,49.83
4,8,17,516.388,48.29
4,8,18,525.937,50.3
4,8,19,571.505,57.92
4,8,20,602.529,71.65
4,8,21,605.753,99.61
4,8,22,584.766,81.86
4,8,23,552.658,60.25
4,8,24,513.391,54.49
4,9,1,489.101,63.59
4,9,2,472.222,58.48
4,9,3,464.857,58.38
4,9,4,463.663,54.23
4,9,5,469.354,57.47
4,9,6,486.369,59.34
4,9,7,518.102,96.08
4,9,8,539.908,78.91
4,9,9,549.948,83.34
4,9,10,565.788,95.01
4,9,11,584.733,67.25
4,9,12,585.376,70.33
4,9,13,569.2,80.02
4,9,14,550.557,68.11
4,9,15,543.131,61.67
4,9,16,537.432,53.1
4,9,17,518.965,52.87
4,9,18,534.889,66.91
4,9,19,577.291,71.64
4,9,20,605.663,81.28
4,9,21,601.057,105.25
4,9,22,576.167,76.22
4,9,23,547.66,57.28
4,9,24,513.237,57.86
4,10,1,488.204,60.15
4,10,2,473.807,54.49
4,10,3,466.134,52.82
4,10,4,462.341,54.51
4,10,5,465.738,54.3
4,10,6,481.667,52.72
4,10,7,505.668,50.29
4,10,8,528.443,47.53
4,10,9,536.051,47.6
4,10,10,521.334,44.51
4,10,11,505.27,43.8
4,10,12,507.097,51.28
4,10,13,514.091,51.26
4,10,14,500.965,51.25
4,10,15,483.576,50.58
4,10,16,470.458,52.73
4,10,17,486.979,64.13
4,10,18,558.251,69.43
4,10,19,604.765,89.96
4,10,20,629.444,92.08
4,10,21,620.112,97.17
4,10,22,586.956,76.52
4,10,23,546.682,56.11
4,10,24,507.918,48.23
4,11,1,484.788,47.41
4,11,2,472.981,46.2
4,11,3,468.93,45.95
4,11,4,473.42,50.17
4,11,5,487.382,50.79
4,11,6,532.502,62.18
4,11,7,600.682,95.5
4,11,8,579.939,87.39
4,11,9,462.553,63.68
4,11,10,338.647,47.85
4,11,11,266.411,40.62
4,11,12,257.919,40.12
4,11,13,226.969,42.53
4,11,14,224.992,43.4
4,11,15,231.545,43.8
4,11,16,286.476,46.25
4,11,17,367.083,47.31
4,11,18,468.608,56.31
4,11,19,568.162,84.39
4,11,20,609.862,98.99
4,11,21,608.659,98.07
4,11,22,579.526,82.95
4,11,23,536.523,73.04
4,11,24,497.046,52.8
4,12,1,469.578,48.38
4,12,2,453.032,46.69
4,12,3,445.775,47.78
4,12,4,445.776,47.72
4,12,5,461.336,47.98
4,12,6,501.58,52.43
4,12,7,566.863,70.16
4,12,8,616.374,97.96
4,12,9,605.692,99.11
4,12,10,531.488,96.75
4,12,11,469.138,108.87
4,12,12,436.88,101.93
4,12,13,389.915,54.21
4,12,14,333.772,46.24
4,12,15,281.817,45.58
4,12,16,265.476,45.23
4,12,17,327.457,45.15
4,12,18,438.588,60.96
4,12,19,551.049,81.43
4,12,20,598.581,92.07
4,12,21,597.793,81.14
4,12,22,568.326,72.9
4,12,23,525.198,64.88
4,12,24,483.213,52.42
4,13,1,461.445,51.86
4,13,2,450.056,50.93
4,13,3,445,50.57
4,13,4,443.652,50.68
4,13,5,458.974,50.89
4,13,6,502.675,52.89
4,13,7,564.142,66.33
4,13,8,586.291,65.23
4,13,9,543.631,51.87
4,13,10,500.091,46.52
4,13,11,555.866,45.58
4,13,12,572.697,46.26
4,13,13,557.25,44.33
4,13,14,554.083,47.28
4,13,15,539.329,42.26
4,13,16,554.603,45.26
4,13,17,560.747,48.71
4,13,18,587,59.18
4,13,19,613.735,72.52
4,13,20,617.82,81.32
4,13,21,605.79,78.85
4,13,22,574.354,62.05
4,13,23,530.808,49.13
4,13,24,490.632,46.83
4,14,1,463.37,47.83
4,14,2,451.098,48.84
4,14,3,442.416,48.44
4,14,4,442.167,47.89
4,14,5,457.087,47.6
4,14,6,496.452,47.92
4,14,7,561.016,48.8
4,14,8,581.873,54.28
4,14,9,559.127,52.75
4,14,10,542.065,49.86
4,14,11,494.521,48.88
4,14,12,460.913,48.46
4,14,13,407.023,45.94
4,14,14,343.882,44.1
4,14,15,402.838,42.69
4,14,16,488.262,45.81
4,14,17,558.251,49.99
4,14,18,615.957,53.93
4,14,19,621.365,54.19
4,14,20,613.27,53.18
4,14,21,596.602,53.42
4,14,22,569.995,50.68
4,14,23,529.278,48.66
4,14,24,488.195,47.31
4,15,1,464.5,49
4,15,2,446.379,48.37
4,15,3,441.328,48.47
4,15,4,441.811,47.3
4,15,5,457.412,47.5
4,15,6,497.398,53.93
4,15,7,552.569,71.01
4,15,8,539.348,68.58
4,15,9,437.718,50.5
4,15,10,326.326,36.43
4,15,11,261.606,38.63
4,15,12,236.763,41.4
4,15,13,293.192,41.24
4,15,14,296.468,42.43
4,15,15,321.602,40.12
4,15,16,330.794,42.96
4,15,17,412.83,46.95
4,15,18,514.318,56.93
4,15,19,551.822,73.31
4,15,20,573.536,77.65
4,15,21,569.63,75.33
4,15,22,545.708,64.95
4,15,23,511.571,53.6
4,15,24,474.554,51.34
4,16,1,449.602,54.16
4,16,2,436.332,78.29
4,16,3,427.457,56.17
4,16,4,425.625,50.31
4,16,5,431.587,51.54
4,16,6,447.446,43.78
4,16,7,476.466,49.02
4,16,8,512.478,50.89
4,16,9,535.991,53.32
4,16,10,535.16,53.28
4,16,11,536.338,54.85
4,16,12,506.22,50.6
4,16,13,464.856,45.84
4,16,14,435.031,42.7
4,16,15,481.297,46.86
4,16,16,528.35,51.39
4,16,17,564.217,60.04
4,16,18,588.93,81.27
4,16,19,578.659,87.74
4,16,20,580.802,90.6
4,16,21,574.498,80.16
4,16,22,552.456,64.51
4,16,23,520.937,60.06
4,16,24,488.024,64.75
4,17,1,464.953,70.42
4,17,2,452.341,55.41
4,17,3,444.526,50.59
4,17,4,439.218,49.74
4,17,5,444.236,53.97
4,17,6,460.82,49.56
4,17,7,486.18,48.21
4,17,8,491.385,47.87
4,17,9,463.599,45.29
4,17,10,411.332,43.65
4,17,11,380.281,47.91
4,17,12,393.899,51.91
4,17,13,368.531,49.69
4,17,14,338.461,46.16
4,17,15,339.794,44.03
4,17,16,383.618,43.17
4,17,17,433.15,43.18
4,17,18,500.211,48.73
4,17,19,544.685,50.91
4,17,20,576.908,55.52
4,17,21,576.02,56.83
4,17,22,553.737,55.1
4,17,23,520.671,57.6
4,17,24,491.641,56.01
4,18,1,473.615,51.39
4,18,2,461.649,50.76
4,18,3,458.316,51.38
4,18,4,463.993,53.08
4,18,5,479.957,58.48
4,18,6,519.353,53.28
4,18,7,565.671,62.8
4,18,8,537.594,57.78
4,18,9,433.551,52.79
4,18,10,330.161,42.81
4,18,11,270.284,46.83
4,18,12,245.486,40.45
4,18,13,225.245,10.36
4,18,14,223.352,32.95
4,18,15,230.801,34.18
4,18,16,284.88,49.22
4,18,17,388.402,54.54
4,18,18,492.114,68.86
4,18,19,568.505,88.55
4,18,20,601.147,99.28
4,18,21,593.682,69.66
4,18,22,569.76,66.89
4,18,23,532.014,62.99
4,18,24,496.261,62.59
4,19,1,476.411,60.55
4,19,2,462.882,57.59
4,19,3,457.099,56.32
4,19,4,459.504,53.79
4,19,5,475.263,59.67
4,19,6,508.036,63.04
4,19,7,552.144,57.66
4,19,8,590.382,76.93
4,19,9,603.625,86.95
4,19,10,597.564,70.03
4,19,11,577.384,61.9
4,19,12,553.434,64.55
4,19,13,523.552,59.04
4,19,14,493.577,58.44
4,19,15,452.214,56.03
4,19,16,448.693,56.49
4,19,17,501.677,58.83
4,19,18,574.414,66.11
4,19,19,615.847,85.47
4,19,20,630.841,94.62
4,19,21,622.042,101.72
4,19,22,594.872,66.29
4,19,23,557.234,69.87
4,19,24,518.762,58.15
4,20,1,494.291,59.32
4,20,2,479.273,60.04
4,20,3,473.189,57.65
4,20,4,472.341,59.46
4,20,5,487.303,60.41
4,20,6,525.238,63.94
4,20,7,577.089,88.12
4,20,8,604.48,96.46
4,20,9,615.369,59.6
4,20,10,607.047,56.42
4,20,11,559.914,55.88
4,20,12,491.144,61.03
4,20,13,391.827,55.22
4,20,14,338.152,53.7
4,20,15,293.729,54.46
4,20,16,292.898,55.14
4,20,17,346.232,54.41
4,20,18,442.149,56.03
4,20,19,553.513,76.6
4,20,20,601.871,68.52
4,20,21,612.878,73.87
4,20,22,590.633,93.47
4,20,23,558.654,92.32
4,20,24,521.625,61.6
4,21,1,499.204,59.32
4,21,2,487.989,58.71
4,21,3,481.346,58.54
4,21,4,483.077,57.25
4,21,5,498.473,54.41
4,21,6,534.402,58.57
4,21,7,573.14,67.6
4,21,8,556.161,66.64
4,21,9,476.755,57.51
4,21,10,395.582,51.12
4,21,11,383.088,48.86
4,21,12,435.315,49.01
4,21,13,387.572,41.54
4,21,14,436.982,48.32
4,21,15,473.72,49.3
4,21,16,537.43,51.04
4,21,17,584.073,55.2
4,21,18,602.698,70.9
4,21,19,614.312,84.06
4,21,20,612.916,92.01
4,21,21,594.679,85.81
4,21,22,568.459,78.16
4,21,23,524.3,59.96
4,21,24,486.402,55.1
4,22,1,461.057,54.38
4,22,2,448.577,51.59
4,22,3,439.686,52.41
4,22,4,441.197,51.55
4,22,5,453.414,63.19
4,22,6,488.726,71.7
4,22,7,538.348,85.17
4,22,8,553.871,98.62
4,22,9,533.927,58.56
4,22,10,491.954,52.35
4,22,11,466.051,53.82
4,22,12,426.892,52.92
4,22,13,361.889,51.67
4,22,14,347.894,51.99
4,22,15,316.67,49.44
4,22,16,313.506,49.81
4,22,17,344.083,50.46
4,22,18,425.142,68.26
4,22,19,516.814,92.06
4,22,20,564.005,93.99
4,22,21,575.291,98.93
4,22,22,556.223,89.98
4,22,23,521.802,87.29
4,22,24,489.323,87.96
4,23,1,466.829,72.4
4,23,2,456.194,75.85
4,23,3,450.62,72.12
4,23,4,453.101,74.77
4,23,5,461.701,76.34
4,23,6,482.937,81.88
4,23,7,493.868,78.97
4,23,8,462.247,50.94
4,23,9,395.539,45.84
4,23,10,349.204,45.84
4,23,11,291.957,49.02
4,23,12,231.297,47.78
4,23,13,209.714,45.86
4,23,14,258.005,45.34
4,23,15,324.807,48.64
4,23,16,344.744,53.39
4,23,17,389.75,64.58
4,23,18,471.031,86.88
4,23,19,531.996,77.91
4,23,20,553.278,73.22
4,23,21,554.537,69.61
4,23,22,532.834,86.13
4,23,23,504.596,66.35
4,23,24,472.776,76.64
4,24,1,453.242,75.25
4,24,2,439.031,63.16
4,24,3,432.917,54.6
4,24,4,430.333,52.77
4,24,5,433.098,69.94
4,24,6,448.375,61.63
4,24,7,469.583,43.34
4,24,8,476.203,50.28
4,24,9,446.807,51.81
4,24,10,428.078,45.75
4,24,11,392.921,46.94
4,24,12,366.445,47.97
4,24,13,328.506,49.68
4,24,14,320.241,48.2
4,24,15,324.5,45.69
4,24,16,325.692,46.72
4,24,17,361.218,49.03
4,24,18,433.05,62.06
4,24,19,507.747,93.2
4,24,20,561.301,96.59
4,24,21,568.004,90.9
4,24,22,540.998,70.96
4,24,23,501.294,53.69
4,24,24,464.921,51.46
4,25,1,441.519,54.43
4,25,2,430.309,52.2
4,25,3,426.442,51.16
4,25,4,428.25,50.85
4,25,5,442.106,54.05
4,25,6,483.536,74.3
4,25,7,540.22,83.47
4,25,8,558.459,86.52
4,25,9,530.002,87.86
4,25,10,416.902,77.48
4,25,11,310.401,50.89
4,25,12,310.741,51.22
4,25,13,292.315,52.24
4,25,14,319.512,52.44
4,25,15,325.943,49.73
4,25,16,351.698,48.31
4,25,17,391.244,50.68
4,25,18,467.767,55.03
4,25,19,527.479,66.13
4,25,20,572.631,75.11
4,25,21,577.634,73.31
4,25,22,547.963,58.48
4,25,23,505.328,49.78
4,25,24,462.748,48.84
4,26,1,439.736,45.08
4,26,2,425.804,46.78
4,26,3,417.056,44.51
4,26,4,416.793,44.02
4,26,5,429.194,43.84
4,26,6,469.379,48.66
4,26,7,533.319,51.87
4,26,8,572.145,65.18
4,26,9,570.305,74.79
4,26,10,562.908,84.96
4,26,11,536.808,89.53
4,26,12,525.116,83.77
4,26,13,515.266,65.28
4,26,14,508.916,70
4,26,15,526.023,88.59
4,26,16,545.222,97.09
4,26,17,563.309,95.05
4,26,18,585.62,97.28
4,26,19,601.83,97.43
4,26,20,601.873,93.67
4,26,21,587.593,85.52
4,26,22,557.568,71.08
4,26,23,515.851,58.98
4,26,24,475.502,56.17
4,27,1,449.44,48.55
4,27,2,433.83,49.77
4,27,3,425.669,49.61
4,27,4,424.767,49.42
4,27,5,437.515,52.32
4,27,6,477.044,57.09
4,27,7,541.276,65.52
4,27,8,564.234,62.26
4,27,9,537.833,53.68
4,27,10,512.12,55.24
4,27,11,493.982,69.1
4,27,12,483.763,79.64
4,27,13,479.351,55.3
4,27,14,455.104,59.33
4,27,15,448.812,60.4
4,27,16,478.851,54.03
4,27,17,520.688,56.44
4,27,18,559.903,74.37
4,27,19,598.373,77.53
4,27,20,618.216,88.72
4,27,21,610.939,81.57
4,27,22,582.908,86.99
4,27,23,539.327,87.17
4,27,24,501.967,88.96
4,28,1,478.776,60.6
4,28,2,465.315,59.53
4,28,3,460.427,56.41
4,28,4,461.535,56.26
4,28,5,476.141,61.33
4,28,6,519.132,82.4
4,28,7,583.93,103.93
4,28,8,618.949,100.95
4,28,9,591.619,57.89
4,28,10,510.062,54.16
4,28,11,403.609,65.79
4,28,12,324.707,55.94
4,28,13,269.785,54.82
4,28,14,245.417,51.98
4,28,15,229.204,52.75
4,28,16,241.151,53.28
4,28,17,305.036,54.67
4,28,18,425.251,62.32
4,28,19,538.759,76.62
4,28,20,592.893,101.89
4,28,21,607.59,131.31
4,28,22,587.897,90.59
4,28,23,546.452,89.81
4,28,24,504.576,79.13
4,29,1,482.547,59.64
4,29,2,467.845,60.22
4,29,3,463.202,55.46
4,29,4,465.766,64.03
4,29,5,484.503,62.97
4,29,6,523.134,83.88
4,29,7,569.163,79.14
4,29,8,534.97,69.28
4,29,9,420.227,57.98
4,29,10,316.864,8.69
4,29,11,271.951,25.63
4,29,12,253.134,36.33
4,29,13,254.78,-13.97
4,29,14,264.791,11.41
4,29,15,280.998,-3.94
4,29,16,305.938,28.48
4,29,17,352.143,48.58
4,29,18,435.159,50.98
4,29,19,518.132,54.47
4,29,20,569.776,61.37
4,29,21,581.511,72.04
4,29,22,569.7,76.09
4,29,23,532.997,56.53
4,29,24,493.007,52.69
4,30,1,470.418,57.78
4,30,2,458.326,57.71
4,30,3,454.849,53.2
4,30,4,454.05,54.15
4,30,5,462.032,53.2
4,30,6,480.357,56.21
4,30,7,495.368,50.71
4,30,8,465.729,50.15
4,30,9,370.099,48.64
4,30,10,277.031,32.44
4,30,11,227.104,-26.93
4,30,12,204.565,35.56
4,30,13,183.042,33.7
4,30,14,177.618,20.3
4,30,15,173.776,21.89
4,30,16,191.597,21.18
4,30,17,258.09,29.68
4,30,18,372.907,50.82
4,30,19,484.215,63.21
4,30,20,537.543,82.01
4,30,21,552.858,84.33
4,30,22,537.834,75.71
4,30,23,509.916,81.94
4,30,24,475.5,80.28
5,1,1,453.67,86.26
5,1,2,440.683,63.31
5,1,3,437.082,53.28
5,1,4,435.515,52.7
5,1,5,441.748,65.73
5,1,6,456.151,66.98
5,1,7,459.204,66.14
5,1,8,412.436,65.83
5,1,9,322.102,47.13
5,1,10,238.403,42.25
5,1,11,182.711,47.22
5,1,12,157.041,48.1
5,1,13,143.697,48.16
5,1,14,135.156,46.48
5,1,15,138.555,45.41
5,1,16,168.06,48.49
5,1,17,252.321,50.04
5,1,18,380.054,76.1
5,1,19,501.564,94.41
5,1,20,549.035,93.88
5,1,21,560.372,92.25
5,1,22,534.497,81.09
5,1,23,495.113,84.99
5,1,24,451.739,63.99
5,2,1,430.411,53.01
5,2,2,420.714,53.46
5,2,3,416.565,53.29
5,2,4,420.219,53.74
5,2,5,437.688,54.3
5,2,6,480.145,62.82
5,2,7,522.691,85.56
5,2,8,523.426,109.96
5,2,9,494.685,100.9
5,2,10,488.299,103.79
5,2,11,517.22,104.26
5,2,12,545.117,102.12
5,2,13,557.504,113.19
5,2,14,547.195,127.5
5,2,15,547.238,111.72
5,2,16,557.239,114.92
5,2,17,571.096,132.55
5,2,18,594.978,140.47
5,2,19,597.916,128
5,2,20,598.825,100.89
5,2,21,594.451,99.18
5,2,22,571.233,65.97
5,2,23,530.485,93.32
5,2,24,489.276,69.7
5,3,1,459.674,75.13
5,3,2,440.3,76.41
5,3,3,432.403,102.35
5,3,4,433.56,103.5
5,3,5,447.463,91.54
5,3,6,488.816,76.83
5,3,7,547.251,77.08
5,3,8,573.037,110.65
5,3,9,559.066,98.28
5,3,10,510.493,90.47
5,3,11,475.546,65.12
5,3,12,417.922,62.26
5,3,13,388.311,63.99
5,3,14,382.503,63.86
5,3,15,398.907,61.87
5,3,16,412.849,63.41
5,3,17,473.762,80.9
5,3,18,542.863,78.67
5,3,19,576.557,68.88
5,3,20,596.312,82.44
5,3,21,596.84,94.1
5,3,22,569.086,92.4
5,3,23,527.521,66.11
5,3,24,483.278,56.47
5,4,1,461.821,58.81
5,4,2,446.052,56.91
5,4,3,436.776,55.96
5,4,4,437.34,56.24
5,4,5,452.073,57.07
5,4,6,489.274,56.6
5,4,7,557.856,64.73
5,4,8,603.853,93.04
5,4,9,613.044,107.12
5,4,10,612.603,107.36
5,4,11,604.079,107.14
5,4,12,591.791,106.59
5,4,13,593.363,99.52
5,4,14,581.252,83.77
5,4,15,570.376,81.67
5,4,16,580.713,99.65
5,4,17,597.114,102.04
5,4,18,615.091,108.51
5,4,19,617.066,91.33
5,4,20,612.038,77.02
5,4,21,614.449,81.87
5,4,22,585.45,93.68
5,4,23,542.24,68.19
5,4,24,498.794,68.73
5,5,1,473.649,66.3
5,5,2,460.119,59.47
5,5,3,448.049,60.31
5,5,4,451.875,60.5
5,5,5,466.88,60.41
5,5,6,511.529,61.36
5,5,7,561.134,68.7
5,5,8,529.537,65.17
5,5,9,429.044,61.23
5,5,10,330.985,55.9
5,5,11,270.391,56.84
5,5,12,240.455,53.54
5,5,13,223.989,54.34
5,5,14,220.735,57.25
5,5,15,220.1,56.04
5,5,16,240.83,57.13
5,5,17,311.647,59.07
5,5,18,421.382,61.96
5,5,19,521.51,64.39
5,5,20,575.715,87.87
5,5,21,594.661,101.72
5,5,22,574.267,84.14
5,5,23,533.169,69.12
5,5,24,485.359,77.56
5,6,1,460.269,76.01
5,6,2,447.442,73.89
5,6,3,440.959,64.41
5,6,4,440.396,68.41
5,6,5,456.866,101.16
5,6,6,494.612,103.65
5,6,7,541.113,69.02
5,6,8,532.037,68.1
5,6,9,457.897,71.65
5,6,10,341.519,63.84
5,6,11,293.373,58.53
5,6,12,275.739,60.42
5,6,13,273.038,59.93
5,6,14,280.391,61.96
5,6,15,288.017,61.83
5,6,16,313.667,64.13
5,6,17,388.213,69.7
5,6,18,461.347,67.12
5,6,19,520.551,66.34
5,6,20,561.286,101.03
5,6,21,576.276,108.08
5,6,22,560.219,95.18
5,6,23,525.224,87.56
5,6,24,480.896,69.77
5,7,1,456.673,68.77
5,7,2,444.645,65.54
5,7,3,437.412,63.16
5,7,4,436.523,64.06
5,7,5,442.668,66.08
5,7,6,460.472,68.88
5,7,7,465.562,73.4
5,7,8,446.55,75.75
5,7,9,389.852,65.82
5,7,10,299.088,60.88
5,7,11,235.219,60.8
5,7,12,206.627,62.04
5,7,13,196.395,60.4
5,7,14,191.842,60.48
5,7,15,210.068,61.82
5,7,16,266.209,60.83
5,7,17,327.836,64.12
5,7,18,413.172,66.71
5,7,19,484.832,106.94
5,7,20,533.359,134.61
5,7,21,555.722,130
5,7,22,541.055,107.86
5,7,23,509.319,106.93
5,7,24,472.379,98.52
5,8,1,451.898,128.73
5,8,2,438.885,96.77
5,8,3,434.151,86.76
5,8,4,434.252,80.3
5,8,5,441.195,98.41
5,8,6,454.541,132.46
5,8,7,453.456,85.18
5,8,8,419.358,95.76
5,8,9,344.586,68.63
5,8,10,264.267,60.5
5,8,11,208.314,61.5
5,8,12,173.437,60.81
